NEWID,Age,Education,Income_AT,Expenses,Housing,Food,Transport,Entertainment,Apparel,Health Spending,Personal Insurance
3576234,87,14,10396,8398,3208,1215,1657,1628,0,660,0
3576264,76,10,13080,2528,1109,715,0,172,60,5,0
3576304,41,12,41012.6,8354.35,3848.5,1157,1860,512,43,30,890.85
3576344,87,11,19863,2685,1288,845,300,0,25,212,0
3576384,31,12,43107.4,10074.75,5605,2015,700,345,75,0,1099.7499
3576404,65,12,18499,7346,2023,1165,933,417,150,2108,0
3576414,40,13,106554.2,19175.85,6500,1778,3856,443,265,1520,2283.8499
3576424,49,10,31178.4,13455.4,5392,980,1808,0,92,4039,1024.4001
3576434,55,15,228376.6,23608.087,13020,1690,1363,1025,697,50,5213.0868
3576444,74,16,53733.2,6922.6,1676,2275,614,137,340,570,622.5999
3576454,49,13,290321.8,41931.337,3288,2700,2796,705,427,2015,3250.3368
3576464,51,16,127346.7,26463.2,11110,1414,6549,2106,571,0,1969.2
3576504,49,12,63818.6,11875.9,2135,3285,3418,200,674,599,1114.8999
3576514,32,12,66739,11584.75,2322,2670,2356,1414,39,685,1338.75
3576554,55,11,38359,14247.95,4207,1885,4870,258,90,740,1097.9499
3576564,52,14,99721,16634.75,6105,2990,3113,320,500,1350,2256.75
3576704,58,12,44059,7889.75,2128,1170,1100,1441,258,1092,420.75
3576724,29,12,49938,14256,4566,2405,1345,57,124,4350,899.0001
3576734,37,11,78730.2,14840.5,4038,3715,2840,368,210,907,1652.4999
3576744,43,13,59651.2,19201.85,8694,1330,1740,2005,451,975,1152.8499
3576754,29,12,159188.8,25093.837,8550,3640,4143,2369,200,520,3787.8368
3576764,27,14,1629.6,2579,270,1690,540,39,0,0,0
3576774,53,13,192630,36524,11366,3961,7785,911,1184,5337,4590
3576794,36,13,66262.4,11234.75,3641,650,3310,199,80,135,2069.7501
3576804,45,15,11592,4231.5,2309,390,1200,106,6,0,206.4999
3576814,41,15,46472,12929.25,2880,2095,2163,1278,613,2308,937.2501
3576824,41,12,72633,13718,5246,2340,2465,530,0,1105,1673
3576864,55,13,62378.8,23149.85,8100,1885,2792,145,0,533,1620.8499
3576894,76,11,25905.6,6836,1885,1560,937,0,0,834,0
3576934,28,13,80303.4,16567.2,6164,4160,800,0,1050,2275,1968.2001
3576944,22,15,43607,9449.75,3234,2239,265,364,495,506,1244.7501
3576964,32,15,3000,13286.5,6030,2410,2670,0,0,1735,81.5001
3576974,54,14,13107.2,8358.2,3775,1300,1825,244,0,24,140.1999
3576984,87,12,56795,6319,1741,1794,1573,155,0,627,0
3577014,36,12,43061,7966.75,3527,819,2330,16,404,0,795.7499
3577034,60,13,22320,4590,1764,1222,964,331,234,0,0
3577044,38,13,175533.6,54531.25,13486,7430,15122,9270,1165,2312,3104.25
3577074,27,13,49361,9869.75,4059,1482,2770,0,60,0,1230.75
3577094,71,16,57169.2,14342,6331,2745,1157,1695,0,1139,0
3577114,60,16,12173,10403,4394,2340,1834,162,50,0,1053
3577124,64,16,50395,29743,15295,3626,5334,1720,20,1112,593.0001
3577134,47,15,180113,48150.825,10761,5395,5988,1067,547,2891,13686.8247
3577154,41,15,95529,13290.25,3756,3053,3131,0,0,780,2115.2499
3577164,75,12,11601.6,6860,1575,780,566,348,641,300,0
3577194,31,12,41771,6741.75,3040,2210,858,0,60,0,573.75
3577224,43,12,40438.4,3975.65,974.5,1105,752,240,0,40,819.15
3577234,66,15,21259,4040.5,2624.5,806,263,35,14,87,0
3577254,44,14,57780,19619.5,15181,1170,432,1163,59,130,1436.5002
3577264,87,11,119860.2,47840.337,15841,2585,23218,1184,0,374,3164.3368
3577294,35,13,30828,8237.25,2063,1950,1935,816,0,930,543.2501
3587824,76,15,126264.8,13616.225,4060.333,1533.3333,1897,1825,94,376,2165.8912
3587844,67,16,84614,9684.667,4707,1820,1265.667,206,1089.3333,70,0
3587854,56,13,30354,5610.333,1757.333,520,1590,0,36.6667,0,446.3334
3587864,64,16,47943,16003.333,5675,1588.3333,888,3560,60,2291,913
3587914,20,13,1203.6,1222.667,35,260,665.667,0,262,0,0
3587924,61,13,18434,7807.667,1266,2513.3333,2067,1558,116,190,0
3587934,73,11,42393.6,12328.767,8039.333,1906.6667,605.667,224,7,830,246.1
3587944,60,15,87310.2,8414.133,4641.667,866.6667,1150,0,0,616,1109.8
3587954,70,12,10250,9841,2941,1256.6667,160,3174,0,1876,333.3334
3587964,39,15,60963.4,7772.933,1600,1936.6667,2273.333,136,640,260,746.9334
3587974,43,11,33963,4786,1728,346.6667,1000,0,65,0,446.3334
3587984,45,15,82871.6,12493.733,3990.667,2066.6667,1563,226,0,2860,1697.4
3587994,31,15,48858,8828.167,5048.333,916.6667,1435,120,250,300,687.5
3588044,47,15,143439,16184.729,4125.667,1183.3333,2870,540,0,508,6307.7286
3588054,28,13,71121,10516.333,2462.667,1040,1000,285,430,2112,1720
3588074,27,16,119309,14187.933,4202,3346.6667,1181.667,404,0,430,2336.9334
3588134,39,13,145407.6,18153.833,6898.667,2103.3333,1896,1071,702,1308,3389.8332
3588224,67,13,31165,5535.767,2922,693.3333,1050,0,0,460,410.4334
3588254,37,13,7687,5519.833,2992.667,1473.3333,480,80,156,0,19.1666
3588274,47,10,58349,6741.167,2068,1300,2428,122,68,0,755.1666
3588284,48,12,94329.4,10245.558,2606.333,2513.3333,1224,592,38,630,2327.8912
3588294,64,13,62568.8,8272.067,1615.333,2513.3333,1056,40,89,1570,908.4
3588334,73,12,11628,1850.667,1374,424.6667,4,0,26,14,0
3588414,47,14,44400.8,6999.733,2075,953.3333,526.667,220,0,154,534.0666
3588434,30,15,54914,11636.167,7595.667,1690,192,0,0,0,2142.5
3588444,43,16,112167.4,17259.1,8512,2358.6667,532,513,103,1340,3475.4334
3588544,70,11,43671,3006.333,1060.667,563.3333,504,214,150,0,344.3334
3588554,35,13,35987,4405.5,2000,736.6667,0,273,184,260,382.5
3588564,82,15,29216,30215.34,1915.667,1207.6667,781,349,0,2076,23508.34
3588604,67,16,253598.4,21522.116,9108,2344.3333,1959,554,153.3333,2606,4451.7822
3588614,37,12,41483.6,7294.3,3996,1198.6667,400,110,330,573,411.6334
3588624,58,13,80121,9636.667,4556,1256.6667,1196,250,0,846,1154
3588654,42,12,237801.6,21670.167,7468,3055,5278.667,420,475,886.6667,3298.5
3588664,36,14,73548,10579.5,1898.667,1665.6667,1858.667,145,120.3333,776,1685.8334
3588694,53,13,21460,5713.333,630,3596.6667,160,176,0,0,296
3588704,57,15,78461,24725.667,1993.667,1159.6667,15989.333,392,54,2162,2881.6666
3588714,87,12,32751.6,4089.267,1113.667,1326,50,144,923,322,210.6
3588734,49,15,84622,8935.333,3639,1733.3333,520,189,0,544.3333,1275
3588754,30,15,64488,7824.667,3235.333,1690,974,240,0,780,905.3334
3588774,74,16,402932.4,26216.891,6316,3592,3827.333,500,478.3333,3170.6667,2866.5578
3588804,61,14,20568.8,5440.667,1067.667,693.3333,2367,200,0,1104,0
3588844,38,15,55101.4,6714.767,3540,1170,160,210,249.3333,560,708.7666
3588864,70,16,18240,3885.667,1857,766.6667,587,250,60,250,0
3588874,66,11,15537.6,1456.667,720,606.6667,130,0,0,0,0
3588894,51,11,66222,6486.333,1427,1733.3333,1845,292,0,0,839
3588934,24,13,19865,3285.167,418.333,1820,184.667,531,0,0,267.8334
3588944,53,10,13020.8,2778,1640,1053.3333,0,80,4.6667,0,0
3588964,87,15,90926.4,15357.333,1948.333,1656,500,1640,226,623,0
3588974,31,12,48493,5579.533,2418,1054.6667,1156.667,72,16.6667,438,413.5334
3589004,66,12,21060,3312.5,884.333,1083.3333,200,172,0,786,15.1666
3589014,23,12,643,5023.5,2950,1733.3333,19,61,30,0,6.1666
3589024,55,12,42398,7303.833,1502.333,1360,443,505.333,305,720,718.1666
3589054,52,12,60883.6,5321.691,1097,1484.6667,0,100,0,0,2500.6912
3589114,38,15,21345,3008.333,674,780,205,116,0,450,293.3334
3589124,69,16,305566.2,32754.449,18176,3401.6667,2409,388,1460,670,4544.7822
3589134,87,13,22165.8,2019.333,695.667,866.6667,157,250,0,0,0
3589144,87,15,102384.4,4790,2390.667,1300,263.333,331,0,290,0
3589154,38,12,36015,3918,1211.667,1083.3333,345,0,0,568,510
3589164,19,12,38278,8533.667,4187,1863.3333,200,1334,0,65.3333,593.3334
3589194,74,13,22137,5363,1278.333,1863.3333,940,135,2,606,298.3334
3589204,74,13,32716.4,5058.467,1204,1646.6667,1026,222,138,770.6667,24.4666
3589214,57,13,103211.4,12271.467,5747.333,1077.3333,2491,304,59,270.6667,1764.8
3589224,57,15,96738.8,10612.833,3646,1820,3023,219,0,12,1392.8334
3589254,61,15,127499.4,13447.558,4087.667,2430,1969,808,290,900,2072.8912
3589264,31,14,104198.6,10755.333,4440,2353.3333,1110,272,0,960,1440
3589284,25,12,36235.2,4430.367,1782,346.6667,1675,0,11,0,575.7
3589304,41,16,139016,18819.833,7759,1660,1239,250,158,2362,4966.5
3589314,30,13,50817,13736.5,4437,1213.3333,5913.667,143,166,530,966.8332
3589344,48,13,101463,17124.3,10383.667,2782,1600,250,0,632.6667,1475.9666
3589384,39,15,107135.2,12951.8,5409.333,1747.6667,431.667,1962,365,392.6667,1437.8
3589394,54,15,225647,13969.667,5414.333,3423.3333,1015,198,0,100,2662.3334
3589404,76,15,18572,6594.667,903.333,2631.3333,1478.333,435,150,749,0
3589414,55,12,41042,4590.2,675,2166.6667,600,0,0,0,715.2
3589434,38,13,89079,10377.5,3630.667,1690,1306.667,1128,165,836.6667,1487.1666
3589444,44,13,81843,15099.333,5525.667,1343.3333,2239,299,240,1322.3333,1507.3334
3589454,37,16,102408,14809.667,3302.667,2383.3333,2067,326,1715,1422.6667,2459.6666
3589464,67,15,42982,8397.5,2501,1393.3333,1831.333,47,7,710,1470.5
3589484,58,11,36172,6539.5,2520,2045.3333,1134.333,380,39,0,420.8334
3589494,60,13,81680.8,15720.891,6428.333,1473.3333,641.667,560,200,1696,3544.8912
3589534,60,13,106531,15714,4576,2123.3333,5597,196,377,1175.3333,1619.3334
3589544,59,13,87214,12194.833,2286.333,1523.3333,3210.667,313,0,980,3233.5
3589564,27,15,59802.6,5705.833,2121,1300,1070,169,60,0,812.5
3589584,59,15,25237,6227,1067,953.3333,852,145,0,2341,600
3589624,70,13,13296,2106.333,1119.333,346.6667,80,0,15,270,0
3589654,51,16,166036.6,13413.133,7648,4010,0,0,0,280,1329.8
3589684,48,15,181809.2,33731.025,16555.667,1673.3333,2821.333,838.667,726,2800,2227.0246
3589694,27,15,89491.8,10451.558,2784,1986.6667,2018,0,0,0,2072.8912
3589704,62,12,12392,11313.833,2002,1230,3419,1080,284,1343,239.1666
3589724,60,16,136174.2,10977.058,4172,1386.6667,583.333,203,0,1700,2455.3912
3589734,72,12,5296,2819.833,1031.667,396.6667,726,0,12,130,310.1666
3589744,34,15,116823,12991,5611.667,1516.6667,250,210,249,138.6667,4155.0002
3589764,53,12,16334,6667.5,2527,1473.3333,1273,142,0,506,216.8334
3589774,46,15,84789.8,11137.533,3451.333,2150,1285,879,340,400,1197.5334
3589784,76,16,69807,17076.667,10903.667,3094,392,157,150,1530,0
3589814,45,11,116037.2,16459.791,6641.667,1820,1463.333,1001,613,275,2825.7912
3589834,77,16,109839.8,11339.667,3299,1083.3333,1686,398,40,2834.3333,945.3334
3589844,65,13,100730,13430.3,2522.667,1644,4330.667,816,0,1020,2080.9666
3589864,28,15,24891,7601.5,3196,983.3333,888.333,901,706.6667,565,121.1666
3589884,58,15,50856,13860.333,2847,1238.3333,5963.667,76,115,206,1534.6668
3589904,58,12,72077.6,7960.533,4768.667,1300,606,0,12,0,1110.8666
3589944,59,11,3142,3102.667,1599,606.6667,435,0,0,462,0
3589954,79,13,21098.2,3857.967,741.333,693.3333,1140,82,0,580,571.3
3589974,64,15,32712,5182.5,858,1343.3333,1134,248,0,896,253.1666
3590004,57,14,61625,9624.333,4767,1213.3333,1782,1446,0,0,0
3590014,71,15,23886,3342.333,1287.667,762.6667,34.667,523,0,520,0
3590044,51,12,41193,6383,3463.333,927.3333,800,0,0,0,1056.3334
3590054,41,15,171476.4,14654.5,4622.667,2301.6667,2451.667,821,206,846,3238.8332
3590074,74,13,48062,9451,5142.333,693.3333,2163,406,23.3333,619,48
3590104,34,15,36519.6,6818.467,2303,1903.6667,906,200,200,0,445.8
3590124,87,13,39535,6813.667,1385,1906.6667,630,300,0,1744,57
3590134,73,16,121131.8,9027.667,1747,2210,880,1230,46,1617.3333,1257.3334
3590164,28,14,22569.8,3019.167,1901.667,346.6667,171,128,50,37,311.5
3590184,59,11,36275,7934.333,2920.333,1516.6667,2558,196,142,20,408
3590194,62,13,159455.1,25206.667,16713,2210,2455,864,64,1820,459
3590234,76,10,10560,2117,1333,390,200,0,0,194,0
3590264,47,15,87584.6,5425.467,2581,173.3333,1200,150,0,300,987.8
3590294,62,12,14941,3974.667,338,520,626,256,8,1848,191.3334
3590304,34,15,156105,16257.667,6079,2166.6667,1408,121,170,3250,2996.3334
3590354,39,13,45796,7357.5,1129.333,2946.6667,1596.333,397,10,300,756.1668
3590374,54,14,78068.6,10331,3103.667,1820,690,350,0,1015,1055.6666
3590384,66,15,52687,12998,2288.333,1526,530,790,110,1782,4714
3590394,68,15,95497,16383.5,8617.833,1993.3333,1198.333,809,116.6667,991,1674
3590404,66,14,103786,18157.833,4807.333,1536.3333,6551.333,670,508,302,3195.8334
3590444,27,15,61519,18831,3114.333,1003.3333,11312,304,80,0,2687.3334
3590464,27,14,37715,3990.167,462.667,1170,758.667,28,0,114,1253.5
3590474,66,15,17368,2661.333,1275,433.3333,841,0,8,0,59
3590494,35,12,31703,3986.867,1680,866.6667,834.333,100,53,0,452.8666
3590514,18,12,39730,3369.5,1439,1040,200,0,0,151,535.5
3590524,32,12,68442,8378.333,3796.667,1216.6667,1117,160,60,816.6667,918
3590544,57,12,6131,1407.333,1020,173.3333,0,0,0,34,0
3590554,60,16,147099,10559.891,2046,1230.6667,1193,210,415,841,4362.2244
3590584,42,16,145636,28979.9,9790.333,2985,3338.333,3562,371,1413.3333,6286.9
3590614,87,13,59113,4584.833,687,1248,1290,211,0,438,637.5
3590634,60,13,31323,5116.667,1666.667,606.6667,1382,132,0,175.6667,424.3334
3590644,87,12,18050.4,2179,836,520,338,0,0,60,0
3590654,75,13,34756,7168,3637.667,442,1341,28,53.3333,1406,0
3590674,60,15,226525.8,19055.724,3613.333,2691.3333,1875.333,1903,0,806.6667,7508.0578
3590684,42,16,114141,10806.167,4284.333,1652,675,1174,640,429.3333,1701.5
3590704,70,14,43466,12308.333,2824,1863.3333,1799,1738,0,894,0
3590714,54,12,16129.4,4846.2,2968,702,900,75,0,0,201.2
3590724,45,16,122389,15565,4808,1126.6667,5458,397,324,1260.6667,1730.6666
3590744,74,16,55980,9954.167,4891.5,1126.6667,1120.667,98,55,150,1779
3590754,46,14,223987.6,23255.391,10552.333,3050,1818,3274,250,566.6667,2914.3912
3590764,46,16,149388.8,22223.7,10601,2814,1226.667,1040,180,1330,4430.0332
3590774,71,14,318101,36073.333,26866,3900,1700,0,333.3333,474,0
3590794,68,12,23881,62611.667,6914.667,2426.6667,48288.667,4116,286.6667,559,0
3590814,33,12,49602.4,5703.333,2180,736.6667,1560,340,0,0,873.3334
3590834,54,15,121828,12126.733,4524.667,1426.6667,1548,287,0,1300,1723.7334
3590854,46,11,61589,13387.667,6740,2340,1098,645,992.3333,180,752.3334
3590864,30,13,58058,9494.333,2374,563.3333,3490.667,240,100,0,765
3590934,57,15,95964.2,10538.467,5184,2626.6667,684,447,25,0,1300.1334
3590974,54,12,15612,2960.667,699.667,570,961,240,0,310,0
3591004,77,13,10008,1582.333,876,450.6667,0,0,5.3333,130,75
3591024,50,13,46782,4456.5,2686,433.3333,605.333,0,80,0,471.8334
3591094,80,13,21340.8,5162.667,889.333,979.3333,1664,70,0,1560,0
3591124,68,16,109631.4,21547.333,10585,1993.3333,1809.333,1375,738.6667,1534,0
3591144,55,16,106732.2,28118.433,3855,1932.3333,1520.333,2820,991,2699,483.1
3591154,55,11,48334.6,6958.7,2567.333,776,1757.667,160,483,0,736.0334
3591174,47,13,14608.8,4493,2688,1040,730,35,0,0,0
3591184,70,15,53570,6775,2688,1013.6667,763.667,1289,161,178,0
3591204,71,13,64566,5683.667,1345.667,1152.6667,736,750,0,1366,0
3591214,59,12,48697,3748.833,1281,1430.6667,0,0,0,134,687.8334
3591234,54,14,66421.2,9672.4,4910.667,3033.3333,326,171,13.3333,438,653.4
3591244,38,15,124619,10630,2646,2036.6667,2377,105,304,1200,1938
3591264,55,12,1552,2373.333,794,693.3333,74,270,12,200,0
3591304,53,14,23920,4670.5,2449.667,1040,734,78,0,0,318.8334
3591314,54,12,48072,6479,652,746.6667,1775,5,109,0,701.3334
3591344,87,14,20218,2758.333,1660,823.3333,80,0,10,0,0
3591424,41,16,187162.4,20220.967,3072.667,2340,2832,384,1084,1532,3702.9666
3591434,46,13,49579.6,4518.967,1221,1040,807.667,326,100,0,770.3
3591444,32,15,32631,5952.667,2070,1166.6667,938,248,250,804,456
3591454,87,12,33596,4506.333,1486.667,1386.6667,200,135,20,828,0
3591474,65,12,19140,5578,2481,433.3333,577,220,142,1277,423
3591484,32,15,70152,12006.5,2458.333,2746.6667,886,284,419.6667,1820,3264.5
3591494,31,13,134552,16445,2346.667,866.6667,3750,470,0,5633.3333,3102.3334
3591514,23,13,57580,7187,2790,693.3333,1543,270,95,368.6667,867
3591554,26,15,82761,12865.5,4735.333,1377.3333,2000,594,1664,600,1134.8334
3591594,28,15,107837,9902.833,3262.667,1586.6667,1329,320,0,355.3333,2519.1666
3591654,40,12,92164,12843.167,5086,1666.6667,1852.333,228,110,1522.3333,1434.5
3591704,87,12,43543.2,5752.567,487,953.3333,1170,180,0,2344,378.2334
3591734,59,12,23508,4864.333,1421,1083.3333,1443.333,300,368.3333,150,38.3334
3591744,59,12,10200,1352,800,277.3333,34.667,0,30,0,0
3591784,58,12,70916,17567.833,9225,1230,2188,308,18,2557.3333,1003.1666
3591794,80,15,18269,1581,937.667,173.3333,60,44,0,0,0
3591864,34,15,48755,6408.433,1933.333,1383.3333,1378,326,276,0,571.7666
3591894,62,16,2098.4,56749.167,23875.5,7020,3186.667,2519,383.3333,10630,300
3591904,31,12,45476.4,4478.2,2450,606.6667,440,90,0,140,691.5334
3591914,53,11,174725.2,38087.525,13987.667,3048.3333,3878.333,555,0,530,3308.1912
3591944,74,15,25608,3234.667,978.333,390,1703,90,0,0,0
3591964,51,14,35427,6743.167,2299.667,823.3333,1035,137,293,338.6667,1311.5
3591974,59,12,92688.8,15735.667,9144.333,1238.3333,1890,471,0,1839,0
3591994,48,16,167358.6,14126.833,4332,2072,852,821,777,595.6667,1725.1666
3592004,40,15,213864.8,17242.524,8658.333,1676.6667,2156,412,377,800,2922.5244
3592014,41,13,108468,8501.333,2364,665.6667,743,280,472,1134.6667,1639.6666
3592024,45,15,178229,13022.058,4610.667,1863.3333,412,508,0,302,4032.7244
3592074,70,12,25907.2,6813,4130.333,953.3333,1032,230,0,144,0
3592084,32,13,59992.2,5955.567,2928,1820,240,20,26.6667,0,870.9
3592104,66,14,32542.2,5344.333,2960,378.3333,1352,160,0,286,0
3592114,45,15,192195.7,26586,8641,1556.6667,2100.333,388,23.3333,4833,3167
3592124,65,14,10608,1772.333,769.333,0,710,0,0,194,0
3592154,52,15,173981.4,24862.7,8254.667,3288,2198,1043.333,525,5295.3333,3085.3666
3592164,63,13,77837.2,8922.767,2256.667,1398.3333,845,306,0,115.3333,2829.7668
3592174,64,15,92864.4,8533.167,1406.333,1773.3333,626.667,1273,256,1393.3333,1254.5
3592194,72,11,20210.6,2298.967,1409,751.3333,0,53,0,0,85.6334
3592204,46,13,139835,23579,9251.667,2943.3333,4120,500,0,1083.3333,4350.6666
3592224,27,13,27519,4566.167,2972,953.3333,200,0,0,92,318.8334
3592244,51,15,168697.6,14442.225,3344.667,1516.6667,1110,471,60,1137,2072.8912
3592294,54,12,60530,13385.167,3824,3136.6667,1439.667,414,99,190.6667,2995.5
3592304,55,13,27033,4842.333,1460,1011.6667,755,103,22,568,183
3592344,61,16,227090.6,50838.891,23277.333,3033.3333,7273.333,2113,73.3333,10114,3621.2244
3592424,57,15,68449.4,7851.8,1561.333,1140,2685,282,466.6667,40,916.8
3592434,30,12,59299,8243.833,3086,2600,627,217,100,0,573.8334
3592454,48,16,76117,11342.333,5209,1023.3333,1694,238,180,563.3333,2294.6668
3592474,51,16,162649.8,16097.8,6726.333,1794,1772,514,305,1638,2602.4666
3592494,71,14,3624,2922,458.333,476.6667,100,0,0,510,1207
3592514,68,11,50807.8,5998.033,2606,2048,450,221,0,102,425.7
3592524,28,13,38078,4877.5,2200,1300,884,22,0,0,331.5
3592584,53,13,94690.6,9601.1,5270.667,1420.6667,920,227,0,0,1762.7666
3592614,69,12,20547,2676,1966,476.6667,0,0,0,0,0
3592624,33,14,50627.6,6168.533,2159,823.3333,606.667,28,138,950,700.2
3592644,32,15,46507,6474,1563,692.6667,1523,0,162,230,1191
3592674,50,13,44599,5751.5,949,1603.3333,1230,190,0,105,1317.5
3592714,34,13,25326,4295.333,1503.333,780,1461.333,90,175,0,242.3334
3592744,58,12,55317,9786.333,2891,606.6667,2695.667,0,0,2724,765
3592774,65,13,33266,8314,3446.667,1740,1753.667,729,75,340,16
3592784,69,12,34658,5294.667,2358.333,632.6667,437,99,0,1204,177
3592814,48,14,96589,87968.167,7011.667,476.6667,76078,236,0,641.3333,3291.1668
3592844,66,14,85246,13682.8,5677,1646.6667,3258,168,0,1466,1193.8
3592884,42,15,46762,5542.667,3217,780,219,133,254,30,725
3592894,66,15,60389,28398,8006,2970,1123,3195,20,2057,163
3592904,72,11,10788,1942,1518,364,40,0,0,20,0
3592924,24,12,32046,8285.167,3902.333,1040,2480,35,249,146.6667,408.8334
3592954,29,13,26696,4283.833,1803,693.3333,217,275,50,518,382.5
3592964,74,12,14599.2,3776,2861,260,160,106,0,289,0
3592994,33,16,48700,8806.667,4659,1690,1155,120,201,200,765
3593004,40,12,114276.8,12014.2,4117,875,1660,1136,100,1500,2544.2
3593054,64,14,67978.4,5383.833,1907.333,1105.3333,405,60,16.6667,920,374.5
3593064,74,12,14268,3179.667,940.333,1078.3333,249,159,0,484,0
3593084,87,12,40384,7917.333,4187,2210,490,191,0,806,0
3593124,69,14,9408,1853.333,698,563.3333,226,20,40,0,0
3593154,38,14,33455.2,4309.733,1580,750,800,4,100,294.6667,481.0666
3593184,34,13,67091,10104.834,2984.667,1610,1240,638,387,908.6667,1946.5002
3593204,49,15,43173.8,6113.567,2308,433.3333,530,48,0,876,978.2334
3593224,50,14,29338.4,5081.867,1982,823.3333,1300,0,0,350,409.8666
3593234,76,13,70753.2,4387.433,2194.333,1386.6667,310,0,0,0,416.4334
3593244,60,15,55017.8,10326.4,4172.667,2072.6667,1390.333,969,66,122,778.0666
3593264,62,0,3187.2,1758.033,1093.667,502.6667,40,77,0,20,24.7
3593284,36,15,24164.4,5820.533,561.667,1563.3333,1880,625,245,0,406.8666
3593304,27,14,78388,13439.5,7773,1213.3333,828.667,882,142,720,1200.5
3593314,36,12,11004,2854.333,470,823.3333,907,136,0,220,0
3593324,80,12,98715,10272.558,2215,1887,490,563,229,1318,2072.8912
3593334,58,12,139687,8583.667,3241.333,1126.6667,400,262,0,1006.6667,2193
3593394,45,13,11360,2687,1163.667,1083.3333,20,0,206.6667,0,0
3593404,67,15,111336,9141.667,1470,1516.6667,1825,182,0,52,1530
